transaction_id,user_id,timestamp,amount,merchant_id,merchant_cat,country,device_id,ip_address,is_fraud,fraud_pattern
eacbdac0-3345-484a-a94e-466c78d9c79b,user_08861,2026-06-18T04:06:39.173008Z,1156.63,MER-9159uf,grocery,IN,ae84231707dda9c0,175.88.72.223,0,
19d0d0c5-5f1a-4c9f-af6a-a7ad078d106c,user_08023,2026-06-18T04:06:39.136561Z,367.97,MER-7456MB,restaurant,IN,08907648e6c07817,154.173.177.178,0,
d9ef3a2f-90bd-4a60-b367-460ee5b90915,user_07666,2026-06-18T04:06:39.122812Z,567.16,MER-5664DK,electronics,IN,5d7c0e54b342bc6b,6.14.196.23,0,
c886fd76-7d42-40be-a2b9-f0119e8feff5,user_03338,2026-06-18T04:06:38.768757Z,182.23,MER-6908Nz,restaurant,IN,34cb63d7183fb39e,200.8.52.211,0,
bf65c8cb-81e1-4d90-be6a-a537605aefb8,user_00435,2026-06-18T04:06:38.504938Z,321.82,MER-8771Ny,grocery,IN,a637015ab7962e9d,219.197.22.126,0,
a27d7190-a560-4a30-b165-d2db3cccc113,user_06513,2026-06-18T04:06:39.075222Z,563.83,MER-5504RY,utility,US,c267efb6041b8e30,6.143.130.74,0,
779792ca-608c-4bcb-a701-0f66626f0722,user_05118,2026-06-18T04:06:38.850318Z,284.47,MER-0948Nr,crypto,US,951d0e8d393ef7f1,213.57.94.110,0,
89f12091-e3c7-4130-aae4-15fb09ecd13c,user_00308,2026-06-18T04:06:38.497397Z,1338.34,MER-2843tf,travel,IN,6b204f0a79ac5422,206.81.252.46,0,
b86472f5-6cc4-436a-9f56-147c1a8fb656,user_01565,2026-06-18T04:06:38.590866Z,310.51,MER-1153kP,electronics,IN,064296e6cb49e781,32.110.203.99,0,
b6a02ce4-49bc-4bbd-a3da-e80c12b76cf1,user_02631,2026-06-18T04:06:38.675513Z,203.67,MER-9515eg,restaurant,IN,40222ae2dc836c0e,44.230.72.13,0,
3202c51a-44cf-4781-9a51-5b9993ba1a69,user_05708,2026-06-18T04:06:38.952155Z,812.47,MER-1644eW,crypto,IN,889798a826e3a993,77.244.242.83,0,
8ae27a1d-b584-42e0-b6bd-fb65f7f35f4b,user_04528,2026-06-18T04:06:38.822505Z,285.72,MER-6540YP,utility,IN,7991ce5d42b59db7,97.73.18.134,0,
9eb6d16a-12e0-4fd3-a1ef-d2ddd6ef01df,user_00401,2026-06-18T04:06:38.502933Z,842.3,MER-6406gG,crypto,US,b69ce7347db6b5a9,132.49.163.123,0,
c095b9bc-21bb-48be-8edd-32b23ff4e816,user_03989,2026-06-18T04:06:38.800891Z,223.7,MER-2365OX,electronics,IN,225dd7934cd200b6,152.87.246.189,0,
8779f355-a956-4ee8-b3f0-94cf0a3480a4,user_03068,2026-06-18T04:06:38.721016Z,8038.95,MER-8898Jv,travel,IN,d82e4ea87dfe1d50,113.246.111.237,0,
f3fe159c-7fca-4d84-b77c-e353ddfc9799,user_00881,2026-06-18T04:06:38.537198Z,2073.89,MER-2701Bg,electronics,IN,2792c90a23b9067f,131.12.154.28,0,
a3405505-5cce-4b75-93e0-407548827719,user_00434,2026-06-18T04:06:38.504938Z,2026.28,MER-4320Eb,travel,AE,caaaed588bc42923,152.162.85.229,0,
0b652f54-c855-48bb-9784-17d28e4f782b,user_07262,2026-06-18T04:06:39.106922Z,2585.38,MER-8532Lb,grocery,IN,41f75e9dd4e702d5,22.34.169.48,0,
500f494b-e9bc-40f2-974f-7bd0a0cf416e,user_03404,2026-06-18T04:06:38.773287Z,107.9,MER-1400pT,crypto,US,18b12948c57372ca,18.251.82.197,0,
182b98b3-adbc-4c91-a0db-75785f01fec3,user_08151,2026-06-18T04:06:39.142067Z,537.9,MER-3686ni,travel,AE,3c8583730900d387,51.13.14.94,0,
e57a712a-46da-44a2-af11-8bccd025721b,user_08481,2026-06-18T04:06:39.157056Z,746.25,MER-2420Wy,utility,AE,b4fd4e6378a77df3,19.177.58.121,0,
94ae95ea-b502-42b2-99d8-dcb1bb91c243,user_04918,2026-06-18T04:06:38.840057Z,932.11,MER-4758xA,travel,US,1179a7d169fddab2,114.254.47.32,0,
d0ed76c4-750c-4466-b07e-af6eb4908fe8,user_05849,2026-06-18T04:06:38.981902Z,636.48,MER-7841QK,crypto,IN,0d99b6a5d6bbe30a,103.179.59.79,0,
7fd1dc24-5252-46a8-b39c-7d71669e10cb,user_05665,2026-06-18T04:06:38.942543Z,593.12,MER-5758vA,restaurant,IN,1ddaf8293b2ca173,176.182.205.227,0,
2ee0fd99-6b76-4a58-a56e-0a0377a722ea,user_00288,2026-06-18T04:06:38.496893Z,468.43,MER-6562hX,utility,IN,a83df44a656c8eb7,215.170.37.251,0,
83c24685-1635-451c-bf15-9b2560f10e85,user_08359,2026-06-18T04:06:39.151041Z,743.43,MER-5699pa,electronics,SG,28c5eb4d9b215a9a,194.113.232.220,0,
97934870-ef5d-4e7a-b841-0019d0e17d85,user_08399,2026-06-18T04:06:39.153040Z,1676.73,MER-6086sg,crypto,IN,29d470f919680490,92.234.163.117,0,
6d27b612-f82e-4054-bb54-dd4ab8908256,user_02623,2026-06-18T04:06:38.675513Z,857.27,MER-1220bW,restaurant,IN,2e370151a92d35da,54.0.104.194,0,
3130c199-c1f8-46b9-a073-1a2cdd9698de,user_06057,2026-06-18T04:06:39.025698Z,188.23,MER-0026IF,restaurant,IN,f2162fe279d1e5ca,25.149.215.140,0,
3ee10bb4-96b1-4434-84bb-cf2d084802f2,user_00476,2026-06-18T04:06:38.507980Z,2384.21,MER-2050Ef,crypto,IN,9999c81db6aea81e,31.236.212.250,0,
872b7cf0-c94a-459a-a1a7-1e0b4ce65ba0,user_07166,2026-06-18T04:06:39.103897Z,1474.0,MER-6269OT,grocery,US,1c848a8e5f8d5ee3,142.51.247.161,0,
0f177b42-fd79-4593-a3a4-b50b422ccbe5,user_09231,2026-06-18T04:06:39.188539Z,768.82,MER-3764Fo,utility,IN,77149456e1b80bae,97.76.241.199,0,
46159f0f-3d9e-42f8-bfb8-deec2c7ef208,user_04220,2026-06-18T04:06:38.809955Z,4663.72,MER-4528wz,crypto,AE,3b0c40edadcfc6b6,139.25.231.115,0,
8c772e54-adca-44ff-9652-ce429f399037,user_09242,2026-06-18T04:06:39.189043Z,69.78,MER-5018yp,utility,IN,99bb638a7881ee8d,46.27.147.131,0,
9812d945-6934-4982-bef7-b3e93ed6d1c0,user_07894,2026-06-18T04:06:39.132034Z,4819.58,MER-2333YK,restaurant,IN,6f8b9b40afd29c3d,51.148.211.148,0,
2bf7fd70-0032-4fc1-8210-fad5c6731ebc,user_00737,2026-06-18T04:06:38.526629Z,1751.82,MER-1393Cd,utility,SG,8519385183e2cdcc,168.159.131.140,0,
42aec55b-4a7c-45cc-87fc-7729dfc266ef,user_03265,2026-06-18T04:06:38.759454Z,1068.67,MER-4903ce,utility,IN,1a2b71db2001cb99,214.166.109.32,0,
d930a52c-adc5-4e0c-bcde-44451ef1f2a9,user_06805,2026-06-18T04:06:39.088865Z,386.48,MER-2160an,restaurant,US,70908f00f37b12f1,221.43.132.252,0,
e1fff7f0-1cf6-4436-8488-1486377c9d2f,user_08956,2026-06-18T04:06:39.176621Z,55.68,MER-5406Om,utility,IN,4f4b3ab48d7f66f6,173.231.15.192,0,
47f29bfd-9098-405d-bb6d-65b8bc5472f6,user_05516,2026-06-18T04:06:38.908542Z,727.76,MER-5523CR,crypto,IN,4518d347d682d1a4,148.134.110.204,0,
c402b784-a5d0-4edf-8b23-6431b1a5f10d,user_05674,2026-06-18T04:06:38.944063Z,448.64,MER-1762rS,restaurant,IN,267b71a1f0df16be,173.27.29.181,0,
69bf6b3c-ee0f-4dff-bbb3-53289857f032,user_04984,2026-06-18T04:06:38.843261Z,118.33,MER-3182hz,restaurant,US,fdefe7fe6e830152,104.162.234.126,0,
d5699c48-fa6b-4696-912e-1fa1ee07f976,user_06751,2026-06-18T04:06:39.086867Z,559.61,MER-7629cz,electronics,IN,2c991d0a5e3c16f7,118.55.165.138,0,
90b0ee70-a83b-4839-90de-e096141fe405,user_07505,2026-06-18T04:06:39.116798Z,278.17,MER-7712KG,travel,US,ed5ff8640f66830c,32.228.215.209,0,
c8b42782-4f1d-4d49-8322-3e743d49e571,user_09727,2026-06-18T04:06:39.212870Z,2912.22,MER-6922Dr,crypto,IN,c958591410159576,45.111.14.16,0,
a61e7258-5102-487f-9401-0d6b326ed723,user_08779,2026-06-18T04:06:39.169500Z,783.59,MER-8279BG,electronics,IN,9cb01a2f1b89cf77,150.86.15.92,0,
a6e91179-6bb0-4ae6-9920-9fc9d13c3a5a,user_03834,2026-06-18T04:06:38.795856Z,3704.56,MER-3948yY,restaurant,IN,2638b2484a08724e,48.154.46.133,0,
ae8e7c97-2834-4a46-995c-dbb676931375,user_01839,2026-06-18T04:06:38.614257Z,225.69,MER-2661kR,restaurant,IN,13931adbde8a7e57,187.146.148.179,0,
17ce0a7e-4e44-4723-a990-21d2be5a783e,user_01995,2026-06-18T04:06:38.623993Z,1064.66,MER-4458vj,travel,IN,48107ceb22d6bce7,216.126.8.198,0,
b64fd73b-8b30-4c93-ba20-a02ed21f24a6,user_02399,2026-06-18T04:06:38.655501Z,1348.09,MER-6029cE,grocery,IN,a708f05bed2fd436,39.219.233.54,0,
f469b4d2-c03d-482c-94f0-c974178d10b1,user_04345,2026-06-18T04:06:38.815142Z,1022.65,MER-6471UR,electronics,IN,ddebfb299940de30,84.234.66.249,0,
e164de79-d8c5-4064-aba3-2dba3ddb1a6c,user_08353,2026-06-18T04:06:39.151041Z,145.31,MER-7747wZ,restaurant,IN,d08ca0d04a15d94e,139.250.214.23,0,
e93fcad3-75fe-404f-b90d-ab1806dfd280,user_04205,2026-06-18T04:06:38.809955Z,488.44,MER-4865tv,utility,IN,8aef3e0f9c103fe3,103.224.74.181,0,
eb97a238-a1d8-4955-a141-d44265928d99,user_08617,2026-06-18T04:06:39.163080Z,9.63,MER-7488Il,crypto,IN,eb894a87dc12b9bb,23.161.208.25,0,
20a7a2d8-0309-4e37-9e53-3380cdd550de,user_00800,2026-06-18T04:06:38.531208Z,241.28,MER-4848SZ,restaurant,SG,72dbff9a6747b714,68.181.35.223,0,
8350782f-c7b2-4fd3-b857-5dd181b5bd0e,user_03614,2026-06-18T04:06:38.784353Z,72.0,MER-6272XC,utility,IN,a5eacd627b0cb85f,129.78.229.71,0,
1181444c-225b-462f-afef-a9365d2dc019,user_05790,2026-06-18T04:06:38.972245Z,2570.7,MER-7327YE,travel,US,88298f2b11ec9341,137.212.8.50,0,
66e22481-ddc9-4b49-b65f-96c6706f8a4f,user_01405,2026-06-18T04:06:38.579290Z,1530.89,MER-5732VB,crypto,IN,fe2f53e39d0dd6e5,61.143.51.165,0,
b2c455b8-9759-4718-94e5-06bf7496b0c4,user_07324,2026-06-18T04:06:39.109919Z,3238.44,MER-7558RX,crypto,IN,f80eacc514816fea,169.89.86.88,0,
a1626f80-8336-4fd8-a113-f37aa77343c4,user_00069,2026-06-18T04:06:38.481272Z,528.71,MER-2169Ik,crypto,IN,dae024d544ce00d8,27.154.38.90,0,
7e2399a4-f9a7-417f-becf-e5581ac00b2d,user_05839,2026-06-18T04:06:38.980903Z,120.06,MER-4398Jm,crypto,SG,402ccb9bae2e6bec,104.187.106.202,0,
9b1b32b2-fa75-444a-94c9-061ef3808556,user_02759,2026-06-18T04:06:38.689615Z,1893.86,MER-9295DS,grocery,IN,92fd51b07a2ac053,111.254.56.107,0,
9ef8452d-1330-4283-8991-17131fed8110,user_09846,2026-06-18T04:06:39.222686Z,3228.35,MER-2600uO,travel,IN,c0fcd9820dd189af,172.254.235.127,0,
a3b52ae1-db38-40bf-92df-6962f86857c3,user_01586,2026-06-18T04:06:38.593884Z,39.92,MER-0150iq,crypto,US,56466c3a972139a4,101.101.198.55,0,
976efc98-f644-4c6f-8276-03dcee45f975,user_04671,2026-06-18T04:06:38.828526Z,389.42,MER-5998RQ,grocery,SG,f26c912ddf5b44ad,88.132.180.130,0,
b6d57a80-e17a-4758-a2cd-73009b7c6d42,user_05899,2026-06-18T04:06:38.992327Z,1147.61,MER-5735ml,crypto,IN,754fdc63d5e80286,114.227.82.24,0,
37c86348-deb0-41d1-a636-451a6e88f197,user_01074,2026-06-18T04:06:38.550109Z,222.42,MER-8797vC,utility,IN,3e3d63442fdd9863,41.27.247.23,0,
de3ea969-b802-41e8-9c15-7a25cdbd05a7,user_06107,2026-06-18T04:06:39.030012Z,12521.15,MER-9562VT,restaurant,IN,6849127eecf32d4d,105.16.222.130,0,
848ea2d3-bc1c-4f5a-bbf7-c747f836947a,user_05273,2026-06-18T04:06:38.866538Z,1350.69,MER-7386yo,restaurant,IN,4daf1655d933a650,2.27.212.39,0,
fa08150d-ed8a-4992-91a0-3b729ad93304,user_05368,2026-06-18T04:06:38.878066Z,669.4,MER-0128Rw,utility,AE,f35a074d410dcd89,209.22.46.77,0,
4995cc6e-abfa-429e-9bc7-6dcc92628531,user_09149,2026-06-18T04:06:39.184753Z,895.46,MER-0383PA,electronics,IN,fa04b4c8ef4c3947,99.7.116.215,0,
91ddc9fb-69b7-47c0-acbb-69d8f56920ac,user_02603,2026-06-18T04:06:38.674371Z,850.35,MER-3378qj,utility,IN,cc5c3c8e088cc886,73.25.78.179,0,
f28b19ed-7ff5-4b6a-831a-c7352570217c,user_06247,2026-06-18T04:06:39.050402Z,367.12,MER-9871Oi,electronics,IN,6e4036815bdb1bc6,23.19.161.53,0,
4191cfa7-7941-4f46-a3ec-72823e48b271,user_01579,2026-06-18T04:06:38.593370Z,1007.14,MER-5311hX,travel,IN,c420eac468c69237,29.100.125.13,0,
2286da22-f791-40a9-833e-27a2ecedcf2a,user_08827,2026-06-18T04:06:39.170498Z,1539.81,MER-5751aI,electronics,US,e14ef0ff82f600df,72.3.164.137,0,
053bc266-23c1-433e-b256-c30f7d5d3f86,user_06240,2026-06-18T04:06:39.049392Z,2599.3,MER-6622pC,electronics,IN,5182200fb809fae6,94.78.173.86,0,
5fd3cf24-1070-4985-a095-2faa66b53c9d,user_04170,2026-06-18T04:06:38.808443Z,2377.54,MER-8476AM,travel,IN,a4ed1be750d3b716,45.255.140.13,0,
46ab0e1a-e587-4cf8-9994-922bc90c1fbe,user_00409,2026-06-18T04:06:38.503932Z,140.36,MER-1446WJ,electronics,IN,631b2aaf967a93d4,136.161.253.9,0,
1142d311-1c41-4e2d-90a6-7eaf171aefe9,user_03320,2026-06-18T04:06:38.765089Z,96.78,MER-3319os,restaurant,IN,e5d12261fcf9433f,152.183.170.105,0,
559da65c-b8bb-4592-a086-40926c6e8f54,user_03859,2026-06-18T04:06:38.796886Z,1068.25,MER-1701ah,electronics,IN,e8fdef7c2d424a0b,178.201.97.70,0,
57c96088-6e5e-4870-aab0-98ca0b8600a9,user_05712,2026-06-18T04:06:38.953152Z,1053.02,MER-9568Ga,restaurant,IN,6fceec6f1c049011,108.218.141.3,0,
de87c000-0433-4a57-8a31-c54027e91d89,user_05338,2026-06-18T04:06:38.872576Z,970.64,MER-6262Mx,electronics,IN,acd84826b6de3683,70.23.1.172,0,
172b3848-a4ec-4976-a777-a3e21c0dd877,user_07288,2026-06-18T04:06:39.107920Z,321.36,MER-8667wG,crypto,IN,445b4725784105c2,76.209.96.8,0,
66a7252e-9674-44a2-ad98-632e6daa7e43,user_03091,2026-06-18T04:06:38.722597Z,299.44,MER-8285RH,electronics,IN,553c5ac3b05ecbaa,73.134.49.129,0,
ad0b0220-1b05-485b-8d9f-30c2aa4af97f,user_02726,2026-06-18T04:06:38.685605Z,224.58,MER-8000MU,grocery,IN,912b4ebb80fcde1f,222.104.226.126,0,
eca014af-8c09-43ab-a3d7-46c5472dbc68,user_00477,2026-06-18T04:06:38.507980Z,168.96,MER-7352Lt,electronics,IN,8b140671c4c39c6c,197.57.5.70,0,
4c97767d-2a2a-49c4-91b3-664d95feb073,user_01329,2026-06-18T04:06:38.572246Z,1620.41,MER-4461Pd,restaurant,IN,374edb7facaa0ea3,160.116.29.255,0,
56cc33df-4123-40f1-9559-3161b8c1d88d,user_02283,2026-06-18T04:06:38.641573Z,927.37,MER-3715Ah,crypto,US,9a7ff05190e6041c,123.228.32.58,0,
111fa16c-df7f-488a-8b38-1751884f2272,user_09725,2026-06-18T04:06:39.212870Z,80.62,MER-7864zW,grocery,IN,c593c6fdb0226fa2,136.29.35.197,0,
904941c3-0295-420c-a679-4b87c217a535,user_04667,2026-06-18T04:06:38.828526Z,1727.26,MER-8074aI,electronics,IN,710e9227bb70949a,107.140.60.119,0,
c0544424-5081-41c8-86e0-9ba1af9d3ae8,user_01777,2026-06-18T04:06:38.609145Z,856.45,MER-4370Mq,grocery,US,2f481998502b67a6,184.59.18.173,0,
f7517a6a-b048-41db-95d1-0bf0ecabd8ef,user_06883,2026-06-18T04:06:39.091864Z,422.42,MER-5784WO,travel,US,4d0792af00bc22e4,94.78.86.235,0,
025a7b74-23f5-4f69-b72d-fdec130f8d39,user_00751,2026-06-18T04:06:38.527133Z,464.46,MER-0209fK,electronics,IN,5483d55c15130938,116.60.169.229,0,
06502a68-7dcc-4c2f-ab44-3d2ea7b13a3b,user_07149,2026-06-18T04:06:39.102897Z,1120.92,MER-3242Pv,restaurant,IN,54f19069d4a38df6,124.56.43.217,0,
e3e7e38b-fb08-45de-ab78-87130a1cf261,user_05689,2026-06-18T04:06:38.948151Z,226.94,MER-6045Dg,grocery,IN,9462901b02e8eec9,166.144.7.241,0,
d176e999-b817-461c-a3b5-fdc5725a60a0,user_09802,2026-06-18T04:06:39.218449Z,1058.1,MER-4583sO,restaurant,IN,867f1583c7edc176,105.106.65.180,0,
57578d2c-cb5b-4fa0-9cda-55a81c0ee7ec,user_06152,2026-06-18T04:06:39.036860Z,161.42,MER-6448iA,crypto,IN,75901f6d5cb1a992,153.138.156.206,0,
a4c9126c-95e0-4dda-9461-37c65bdf2064,user_06013,2026-06-18T04:06:39.020148Z,703.71,MER-8327jZ,grocery,IN,3b164fafcaf002dd,199.163.227.59,0,
38e490d5-64bf-4108-b2ba-66ced58e86b5,user_03790,2026-06-18T04:06:38.793064Z,375.31,MER-9965kU,restaurant,SG,4e6234b58a0f2d57,11.150.229.141,0,
7e9323b0-c06b-450d-8764-3b2baeb427a3,user_09746,2026-06-18T04:06:39.215248Z,93.48,MER-6884Fq,electronics,IN,31b3de5bea3aa943,79.249.60.166,0,
724aa401-01da-4da4-aeb8-5051e399d22a,user_05296,2026-06-18T04:06:38.869071Z,273.58,MER-6446uL,travel,IN,dfd3f5d391565086,76.229.227.126,0,
71c7b108-8a27-4da6-af37-99477d93747e,user_05861,2026-06-18T04:06:38.984977Z,2826.09,MER-7914Fc,restaurant,IN,548864b454d41354,9.246.188.203,0,
ceda94b8-2186-4432-9846-6ea68d45fae4,user_00468,2026-06-18T04:06:38.507297Z,2507.88,MER-6579Jo,grocery,IN,62f229ae8617bd1f,22.217.161.58,0,
a919f2c4-71e9-40b5-a642-588a4a0efc95,user_01545,2026-06-18T04:06:38.587865Z,500.7,MER-0451ea,restaurant,IN,d06995ea62ae28fe,12.220.45.189,0,
bee46100-bfda-4051-8e5b-15cf8f149344,user_06437,2026-06-18T04:06:39.068819Z,2468.7,MER-4695jf,grocery,IN,1bb3d613063a73dd,222.100.188.59,0,
dafeea51-3947-457d-aa66-a65231663b76,user_02683,2026-06-18T04:06:38.681521Z,290.57,MER-3631BV,electronics,IN,37be9f77c8fe875f,104.102.85.252,0,
58e92a19-c4c0-44d5-bb7a-0914e1a3485b,user_09554,2026-06-18T04:06:39.201708Z,403.88,MER-7354Sc,grocery,IN,f504cabfaf65e6e4,200.103.161.9,0,
6ef9a3cc-2384-4cc4-973b-680bcbbdcf75,user_06307,2026-06-18T04:06:39.055651Z,439.05,MER-4790du,restaurant,IN,f23554cce030ddc5,210.113.77.255,0,
8edd5d53-882a-4340-9bc9-00f959ce5b04,user_01025,2026-06-18T04:06:38.546098Z,429.52,MER-4873cO,electronics,US,edc986eacf52bc6b,61.52.3.152,0,
3b22586f-40e7-4a48-8787-5760e70f6050,user_04084,2026-06-18T04:06:38.804924Z,2278.85,MER-0298zH,travel,IN,0809c60cd0d252a2,85.69.151.30,0,
de00926a-7a33-4bb2-9e01-ec50e8bef390,user_07438,2026-06-18T04:06:39.114492Z,271.99,MER-0485JA,crypto,US,da2ba05be26cccb0,131.91.219.223,0,
8be3d602-e97c-4b31-bf1a-5f50d8b6be02,user_05477,2026-06-18T04:06:38.899891Z,1425.8,MER-1283ZQ,utility,SG,7d85062e08d6e66f,203.125.138.156,0,
09328deb-cc88-4cb5-9038-f7489064ef32,user_02354,2026-06-18T04:06:38.650119Z,160.42,MER-7123JQ,electronics,IN,2c47eb1e7c45b28e,64.6.167.202,0,
8628db75-3ee8-414f-8e1f-363574a51d89,user_05211,2026-06-18T04:06:38.855619Z,1616.9,MER-2196Bx,crypto,US,e1e7a9674d8ee469,218.216.118.172,0,
27f500d9-1a44-451f-b746-fb971207b22d,user_03755,2026-06-18T04:06:38.792064Z,366.48,MER-5001vV,electronics,AE,29c3c21d6eefd8fd,131.79.68.75,0,
117e0c21-b993-45df-bafb-aed11234ff11,user_00773,2026-06-18T04:06:38.528200Z,3363.54,MER-6437pk,restaurant,AE,4589a7c7af70348c,20.148.155.249,0,
c7e669f8-be14-4ad9-88b5-1fddf249f659,user_07382,2026-06-18T04:06:39.111989Z,731.22,MER-4084Ff,electronics,IN,d1f6209541f5dc12,169.233.71.57,0,
8c29df70-c808-4aa2-8d99-1042f07b563b,user_08888,2026-06-18T04:06:39.174107Z,5486.79,MER-1279Cp,crypto,AE,c28b443acf66eddc,14.23.190.84,0,
54f026f5-2264-48f0-aaf3-fc02ab2fd3b9,user_07440,2026-06-18T04:06:39.114492Z,236.54,MER-6443zH,travel,IN,4c4a010530a4bb21,150.125.193.172,0,
d7458b6e-66b9-4fe8-bcee-c18bd4dfedd4,user_07801,2026-06-18T04:06:39.128036Z,2130.67,MER-6986ct,travel,IN,42f0402d074bfd00,144.162.120.31,0,
ab8b7d36-4d28-4ee5-bbaa-cc94c9c913d3,user_00641,2026-06-18T04:06:38.519112Z,1539.23,MER-8006Zt,travel,IN,17d04587c21e9f7a,195.232.199.136,0,
703e6197-9291-4570-a4cc-23e5b2237beb,user_04321,2026-06-18T04:06:38.813998Z,750.07,MER-4759Ci,grocery,US,b882dfc6f76ff5ab,204.72.75.125,0,
28017b87-f4ce-4371-ac5d-051bc31dfcde,user_06481,2026-06-18T04:06:39.072156Z,300.65,MER-5744ZD,crypto,IN,ca8b404cf9c1bdf2,203.118.196.130,0,
87c60e7d-d755-4a3d-b5a2-88b4b39b9548,user_04190,2026-06-18T04:06:38.809443Z,2216.86,MER-1536Eb,grocery,US,d59bb582a3ea7ac7,190.192.71.198,0,
d69b1530-fea7-4a33-a73b-19acffc07412,user_08606,2026-06-18T04:06:39.162081Z,5800.17,MER-6665yF,crypto,US,770ddf85ceb7ab5e,221.179.40.24,0,
7ebf6d7e-27e5-4793-8209-1c6fdec989a9,user_01108,2026-06-18T04:06:38.552143Z,3178.86,MER-7996Ac,travel,SG,29b78563b0be7ba1,185.17.102.216,0,
2cbe2f4d-fe4d-4ce3-adb2-dc84978ef39e,user_07865,2026-06-18T04:06:39.131034Z,627.48,MER-4553jk,travel,IN,3011a969266d179f,209.76.47.98,0,
cfddd08b-d1cc-495a-9830-c32b16cd00a5,user_05461,2026-06-18T04:06:38.896882Z,548.21,MER-1314Sn,electronics,SG,b38c58383ab1e01b,149.84.128.216,0,
73ab0937-51fc-4c81-8cfb-cced0cf9ee67,user_01420,2026-06-18T04:06:38.580293Z,512.51,MER-5593sY,travel,IN,687755bb3b579b77,197.42.20.166,0,
a0cca120-618d-4f32-91f8-ef7c0f4ae783,user_08296,2026-06-18T04:06:39.148531Z,609.46,MER-3307kS,electronics,IN,2330683ebec3e49d,86.155.139.67,0,
7064f846-a7ec-4106-abb2-3001ad908873,user_04046,2026-06-18T04:06:38.803910Z,545.49,MER-6811wE,grocery,US,47c423fd0442ed65,115.134.31.245,0,
1d83be02-5028-4754-9d99-bcad91773b14,user_07495,2026-06-18T04:06:39.116798Z,4066.03,MER-0880Ly,electronics,IN,6728fe10e4a53df2,130.149.180.203,0,
820a8811-2488-4c2f-ac83-9d40c30a509b,user_05484,2026-06-18T04:06:38.901434Z,1752.83,MER-5061sz,travel,IN,26665fc08498a84b,53.54.166.107,0,
cca7f4df-1775-4ff3-9677-8cdaf9d33b95,user_06664,2026-06-18T04:06:39.083347Z,280.69,MER-5365gk,grocery,SG,8a05a958c1a5a883,65.250.53.133,0,
3f8874b5-a54a-4f9e-b059-a8e2b6e599fa,user_05609,2026-06-18T04:06:38.928126Z,1168.46,MER-6506aW,utility,IN,84d217b9a570ef61,217.65.172.21,0,
8902c065-0777-406e-ab6d-64d69ec9e77c,user_07964,2026-06-18T04:06:39.135055Z,3686.6,MER-5437mt,restaurant,IN,99057c6e57b84772,96.56.166.120,0,
1fdcb582-cfbb-4b07-82ed-77c59be5e3b1,user_01680,2026-06-18T04:06:38.604495Z,109.86,MER-3150GO,utility,IN,1f1b88e855d8d1f6,190.217.236.86,0,
45f6a21b-1528-4db9-9fa4-0e6af405ff88,user_06848,2026-06-18T04:06:39.090865Z,16.85,MER-2860KY,restaurant,US,d333822fcea81537,199.69.151.207,0,
ce437cfd-3b0e-4ad0-8020-e481a8ab3e86,user_00633,2026-06-18T04:06:38.518455Z,65.09,MER-2390wv,travel,IN,5b6d603c41545dba,63.215.132.207,0,
a3b918ae-0590-46cf-88de-172e40ddbdce,user_02569,2026-06-18T04:06:38.671573Z,1168.22,MER-2497FT,grocery,IN,8756f9fac97b4a46,23.115.250.92,0,
02501146-e6a7-4fc6-a0c6-d7f48f45f041,user_05027,2026-06-18T04:06:38.845149Z,542.32,MER-6358Ps,electronics,IN,e0acb973a2b5c1bd,51.190.202.211,0,
9277f8ed-9163-4a23-90f2-ea053d51d892,user_02166,2026-06-18T04:06:38.634898Z,19441.77,MER-6279WB,restaurant,IN,ec745acea761c599,26.64.151.44,0,
2147fe8a-9805-47a1-98f7-8f02b57b34aa,user_00363,2026-06-18T04:06:38.499923Z,186.75,MER-7983Tu,electronics,AE,29fd774ea788b84f,196.60.94.176,0,
08a3930a-8ed7-4d7a-b2f9-43887a45698f,user_06901,2026-06-18T04:06:39.091864Z,3390.75,MER-4806jN,travel,IN,270bdab8f4000e9f,131.193.240.171,0,
c5aec0b5-cfc6-455d-beec-8f44b3d4c41d,user_02825,2026-06-18T04:06:38.697672Z,578.52,MER-4607wr,grocery,IN,80a45c4a3aadf191,218.59.224.34,0,
abe7010a-9063-4db4-897a-ae69ef80d924,user_05326,2026-06-18T04:06:38.871057Z,7533.44,MER-3775Do,restaurant,IN,59fb4cbf57cc6ff7,77.205.240.244,0,
b8e52fbf-fd80-4a90-9477-fad32861928a,user_06369,2026-06-18T04:06:39.061570Z,4596.64,MER-1619Gg,grocery,SG,5344346bdc93eabd,126.103.123.13,0,
65861388-8e53-4180-96df-b4159e7c6733,user_09164,2026-06-18T04:06:39.185535Z,4881.25,MER-3162Ug,utility,SG,dbabbe345c87ee49,88.114.61.206,0,
c3102c33-da0f-45e2-81c4-814ba4cb48d4,user_07325,2026-06-18T04:06:39.109919Z,3516.65,MER-7821sZ,crypto,IN,574878eab0a4f08c,121.6.82.102,0,
83e120ab-37e7-4512-8ba7-cd64c4b4e4d9,user_06252,2026-06-18T04:06:39.050910Z,2227.78,MER-9825BX,electronics,IN,4739e2f9c4d9ff88,171.159.57.141,0,
12d4cdb3-3828-480c-9990-a2b262ffd09c,user_05545,2026-06-18T04:06:38.914188Z,4936.13,MER-3928DH,electronics,IN,321dd406332925ec,90.204.123.78,0,
